PlantID PlantName PlantType Datetime Perssure SeaPerssure PrecipitationHour GroundTemp Temp2 Humidity2 InstantSpeed10 InstantDirection10 PrecipitationDay Groundradiation Speed10 Direction10 Speed30 Direction30 Speed50 Direction50 Speed70 Direction70 Speed90 Direction90 Speed100 Direction100 HubSpeed HubDireciton
1078 风电1078 0 "2022-04-29 05:00:00" 991.6700 1009.4600 0.0000 296.0500 296.9400 0.0000 -0.6800 2.25 0.0000 0.0000 -0.6800 2.15 -0.5100 2.56 -0.3400 2.95 -0.1900 3.33 -0.0400 3.68 0.0300 3.85 null null
1078 风电1078 0 "2022-04-29 05:15:00" 992.0700 1009.8600 0.0000 296.0600 296.5800 0.0000 -0.5700 2.08 0.0000 0.0000 -0.5600 1.93 -0.4200 2.42 -0.2800 2.89 -0.1500 3.33 -0.0300 3.75 0.0300 3.95 null null
1078 风电1078 0 "2022-04-29 05:30:00" 992.0500 1009.8500 0.0000 295.9300 296.5200 0.0000 -0.9900 1.57 0.0000 0.0000 -1.0200 1.56 -0.8600 1.99 -0.7100 2.40 -0.5700 2.79 -0.4400 3.17 -0.3700 3.34 null null
1078 风电1078 0 "2022-04-29 05:45:00" 992.7500 1010.5700 0.0000 295.8300 296.4800 0.0000 -1.0000 1.08 0.0000 0.0000 -1.0300 1.07 -1.2800 3.13 -1.0900 3.26 -0.9200 3.38 -0.7500 3.49 -0.6700 3.55 null null
1078 风电1078 0 "2022-04-29 06:00:00" 993.2000 1011.0200 0.0000 295.8100 296.5400 99.2100 -0.8100 0.99 0.0000 0.0000 -0.8100 0.93 -1.1300 2.88 -0.9500 2.99 -0.7900 3.10 -0.6300 3.20 -0.5600 3.25 null null
1078 风电1078 0 "2022-04-29 06:15:00" 992.9800 1010.8000 0.0000 295.7700 296.5400 98.9700 -0.7100 0.91 0.0000 0.0000 -0.7300 0.84 -1.1500 2.69 -0.9900 2.79 -0.8500 2.89 -0.7000 2.98 -0.6400 3.03 null null
1078 风电1078 0 "2022-04-29 06:30:00" 993.0800 1010.8900 0.0000 296.2100 296.8200 100.3400 -0.6300 0.76 0.0000 1.8100 -0.6500 0.68 -1.2000 2.42 -1.0500 2.52 -0.9200 2.61 -0.7800 2.70 -0.7200 2.74 null null
1078 风电1078 0 "2022-04-29 06:45:00" 993.1400 1010.9400 0.0000 296.6300 297.0800 99.0800 -0.5500 0.46 0.0000 12.5300 -0.5800 0.40 -1.2800 1.91 -1.1500 2.02 -1.0200 2.11 -0.9100 2.20 -0.8500 2.25 null null
1078 风电1078 0 "2022-04-29 07:00:00" 993.1800 1010.9600 0.0000 297.3400 297.5000 98.2100 -0.4500 0.05 0.0000 26.3800 -0.5300 0.04 -1.3400 1.24 -1.2100 1.37 -1.0900 1.49 -0.9700 1.61 -0.9100 1.66 null null
1078 风电1078 0 "2022-04-29 07:15:00" 993.3100 1011.0700 0.0000 298.1900 298.0000 96.5100 -0.4000 -0.10 0.0000 51.0300 -0.6000 -0.06 -1.4500 1.02 -1.3300 1.16 -1.2100 1.29 -1.1000 1.42 -1.0500 1.48 null null
1078 风电1078 0 "2022-04-29 07:30:00" 993.4900 1011.2100 0.0000 299.6300 298.1700 93.2200 -0.6300 0.15 0.0000 112.8200 -0.7800 0.22 -1.4200 1.24 -1.3100 1.38 -1.2000 1.52 -1.1100 1.64 -1.0600 1.71 null null
1078 风电1078 0 "2022-04-29 07:45:00" 993.6900 1011.3800 0.0000 300.4700 298.4100 91.7500 -0.5000 0.51 0.0000 135.8200 -0.6200 0.58 -1.2300 1.45 -1.1300 1.60 -1.0500 1.74 -0.9600 1.87 -0.9200 1.93 null null
1078 风电1078 null "2022-04-29 08:00:00" 993.6839 1011.3756 0.0000 300.4073 298.3746 90.6706 -0.5129 0.51 0.0000 134.2221 -0.6325 0.58 -1.2313 1.45 -1.1339 1.60 -1.0562 1.74 -0.9685 1.87 -0.9296 1.93 null null
1078 风电1078 null "2022-04-29 08:15:00" 993.6778 1011.3713 0.0000 300.3446 298.3392 89.5912 -0.5259 0.51 0.0000 132.6242 -0.6449 0.58 -1.2326 1.45 -1.1378 1.60 -1.0625 1.74 -0.9769 1.87 -0.9393 1.93 null null
1078 风电1078 null "2022-04-29 08:30:00" 993.6716 1011.3669 0.0000 300.2819 298.3038 88.5118 -0.5388 0.51 0.0000 131.0264 -0.6574 0.58 -1.2339 1.45 -1.1416 1.60 -1.0687 1.74 -0.9854 1.87 -0.9489 1.93 null null
1078 风电1078 null "2022-04-29 08:45:00" 993.6655 1011.3626 0.0000 300.2192 298.2684 87.4324 -0.5518 0.51 0.0000 129.4285 -0.6699 0.58 -1.2352 1.45 -1.1455 1.60 -1.0749 1.74 -0.9939 1.87 -0.9586 1.93 null null
1078 风电1078 null "2022-04-29 09:00:00" 993.6594 1011.3582 0.0000 300.1565 298.2329 86.3529 -0.5647 0.51 0.0000 127.8306 -0.6824 0.58 -1.2365 1.45 -1.1494 1.60 -1.0812 1.74 -1.0024 1.87 -0.9682 1.93 null null
1078 风电1078 null "2022-04-29 09:15:00" 993.6533 1011.3539 0.0000 300.0938 298.1975 85.2735 -0.5776 0.51 0.0000 126.2327 -0.6948 0.58 -1.2378 1.45 -1.1533 1.60 -1.0874 1.74 -1.0108 1.87 -0.9779 1.93 null null
1078 风电1078 null "2022-04-29 09:30:00" 993.6472 1011.3495 0.0000 300.0311 298.1621 84.1941 -0.5906 0.51 0.0000 124.6348 -0.7073 0.58 -1.2391 1.45 -1.1572 1.60 -1.0936 1.74 -1.0193 1.87 -0.9875 1.93 null null
1078 风电1078 null "2022-04-29 09:45:00" 993.6411 1011.3452 0.0000 299.9684 298.1267 83.1147 -0.6035 0.51 0.0000 123.0369 -0.7198 0.58 -1.2404 1.45 -1.1611 1.60 -1.0999 1.74 -1.0278 1.87 -0.9972 1.93 null null
1078 风电1078 null "2022-04-29 10:00:00" 993.6349 1011.3408 0.0000 299.9056 298.0913 82.0353 -0.6165 0.51 0.0000 121.4391 -0.7322 0.58 -1.2416 1.45 -1.1649 1.60 -1.1061 1.74 -1.0362 1.87 -1.0068 1.93 null null
1078 风电1078 null "2022-04-29 10:15:00" 993.6288 1011.3365 0.0000 299.8429 298.0559 80.9559 -0.6294 0.51 0.0000 119.8412 -0.7447 0.58 -1.2429 1.45 -1.1688 1.60 -1.1124 1.74 -1.0447 1.87 -1.0165 1.93 null null
1078 风电1078 null "2022-04-29 10:30:00" 993.6227 1011.3321 0.0000 299.7802 298.0205 79.8765 -0.6424 0.51 0.0000 118.2433 -0.7572 0.58 -1.2442 1.45 -1.1727 1.60 -1.1186 1.74 -1.0532 1.87 -1.0261 1.93 null null
1078 风电1078 null "2022-04-29 10:45:00" 993.6166 1011.3278 0.0000 299.7175 297.9851 78.7971 -0.6553 0.51 0.0000 116.6454 -0.7696 0.58 -1.2455 1.45 -1.1766 1.60 -1.1248 1.74 -1.0616 1.87 -1.0358 1.93 null null
1078 风电1078 null "2022-04-29 11:00:00" 993.6105 1011.3234 0.0000 299.6548 297.9496 77.7176 -0.6682 0.51 0.0000 115.0475 -0.7821 0.58 -1.2468 1.45 -1.1805 1.60 -1.1311 1.74 -1.0701 1.87 -1.0454 1.93 null null
1078 风电1078 null "2022-04-29 11:15:00" 993.6044 1011.3191 0.0000 299.5921 297.9142 76.6382 -0.6812 0.51 0.0000 113.4496 -0.7946 0.58 -1.2481 1.45 -1.1844 1.60 -1.1373 1.74 -1.0786 1.87 -1.0551 1.93 null null
1078 风电1078 null "2022-04-29 11:30:00" 993.5982 1011.3147 0.0000 299.5294 297.8788 75.5588 -0.6941 0.51 0.0000 111.8518 -0.8071 0.58 -1.2494 1.45 -1.1882 1.60 -1.1435 1.74 -1.0871 1.87 -1.0647 1.93 null null
1078 风电1078 null "2022-04-29 11:45:00" 993.5921 1011.3104 0.0000 299.4667 297.8434 74.4794 -0.7071 0.51 0.0000 110.2539 -0.8195 0.58 -1.2507 1.45 -1.1921 1.60 -1.1498 1.74 -1.0955 1.87 -1.0744 1.93 null null
1078 风电1078 null "2022-04-29 12:00:00" 993.5860 1011.3060 0.0000 299.4040 297.8080 73.4000 -0.7200 0.51 0.0000 108.6560 -0.8320 0.58 -1.2520 1.45 -1.1960 1.60 -1.1560 1.74 -1.1040 1.87 -1.0840 1.93 null null
1078 风电1078 null "2022-04-29 12:15:00" 993.5799 1011.3016 0.0000 299.3413 297.7726 72.3206 -0.7329 0.51 0.0000 107.0581 -0.8445 0.58 -1.2533 1.45 -1.1999 1.60 -1.1622 1.74 -1.1125 1.87 -1.0936 1.93 null null
