PlantID Datetime Power
2356 "2022-05-01 00:00:00" 0.1361
2356 "2022-05-01 00:15:00" 0.1361
2356 "2022-05-01 00:30:00" 0.1361
2356 "2022-05-01 00:45:00" 0.1361
2356 "2022-05-01 01:00:00" 0.1361
2356 "2022-05-01 01:15:00" 0.1361
2356 "2022-05-01 01:30:00" 0.1361
2356 "2022-05-01 01:45:00" 0.1361
2356 "2022-05-01 02:00:00" 0.1361
2356 "2022-05-01 02:15:00" 0.1361
2356 "2022-05-01 02:30:00" 0.1361
2356 "2022-05-01 02:45:00" 0.1361
2356 "2022-05-01 03:00:00" 0.1361
2356 "2022-05-01 03:15:00" 0.1361
2356 "2022-05-01 03:30:00" 0.1361
2356 "2022-05-01 03:45:00" 0.1361
2356 "2022-05-01 04:00:00" 0.1361
2356 "2022-05-01 04:15:00" 0.1361
2356 "2022-05-01 04:30:00" 0.1361
2356 "2022-05-01 04:45:00" 0.1361
2356 "2022-05-01 05:00:00" 0.1361
2356 "2022-05-01 05:15:00" 0.1361
2356 "2022-05-01 05:30:00" 0.1361
2356 "2022-05-01 05:45:00" 0.1361
2356 "2022-05-01 06:00:00" 0.1361
2356 "2022-05-01 06:15:00" 0.1361
2356 "2022-05-01 06:30:00" 0.1361
2356 "2022-05-01 06:45:00" 0.1361
2356 "2022-05-01 07:00:00" 0.1361
2356 "2022-05-01 07:15:00" 0.1361
2356 "2022-05-01 07:30:00" 0.4438
2356 "2022-05-01 07:45:00" 1.3853
2356 "2022-05-01 08:00:00" 0.7367
2356 "2022-05-01 08:15:00" 1.3761
2356 "2022-05-01 08:30:00" 1.7154
2356 "2022-05-01 08:45:00" 1.4063
2356 "2022-05-01 09:00:00" 1.7590
2356 "2022-05-01 09:15:00" 1.4446
2356 "2022-05-01 09:30:00" 2.1104
2356 "2022-05-01 09:45:00" 4.6642
2356 "2022-05-01 10:00:00" 8.2867
2356 "2022-05-01 10:15:00" 8.1768
2356 "2022-05-01 10:30:00" 10.3937
2356 "2022-05-01 10:45:00" 8.0207
2356 "2022-05-01 11:00:00" 8.4778
2356 "2022-05-01 11:15:00" 8.4933
2356 "2022-05-01 11:30:00" 9.9039
2356 "2022-05-01 11:45:00" 13.5635
2356 "2022-05-01 12:00:00" 8.7626
2356 "2022-05-01 12:15:00" 6.0510
2356 "2022-05-01 12:30:00" 7.0194
2356 "2022-05-01 12:45:00" 5.9627
2356 "2022-05-01 13:00:00" 7.7624
2356 "2022-05-01 13:15:00" 5.4858
