Datetime,Power
2022-08-08 00:00:00,0.0
2022-08-08 00:15:00,0.0
2022-08-08 00:30:00,0.0
2022-08-08 00:45:00,0.0
2022-08-08 01:00:00,0.0
2022-08-08 01:15:00,0.0
2022-08-08 01:30:00,0.0
2022-08-08 01:45:00,0.0
2022-08-08 02:00:00,0.0
2022-08-08 02:15:00,0.0
2022-08-08 02:30:00,0.0
2022-08-08 02:45:00,0.0
2022-08-08 03:00:00,0.0
2022-08-08 03:15:00,0.0
2022-08-08 03:30:00,0.0
2022-08-08 03:45:00,0.0
2022-08-08 04:00:00,0.0
2022-08-08 04:15:00,0.0
2022-08-08 04:30:00,0.0
2022-08-08 04:45:00,0.0
2022-08-08 05:00:00,0.0
2022-08-08 05:15:00,0.0
2022-08-08 05:30:00,0.0
2022-08-08 05:45:00,0.0
2022-08-08 06:00:00,0.0
2022-08-08 06:15:00,0.0
2022-08-08 06:30:00,1.916311494307698
2022-08-08 06:45:00,3.624822066445888
2022-08-08 07:00:00,14.376502879162304
2022-08-08 07:15:00,15.034789522228834
2022-08-08 07:30:00,19.82634058738163
2022-08-08 07:45:00,25.0112953158718
2022-08-08 08:00:00,29.596482700511473
2022-08-08 08:15:00,40.59078870877148
2022-08-08 08:30:00,35.98876760121743
2022-08-08 08:45:00,40.71447929013402
2022-08-08 09:00:00,43.915102266542696
2022-08-08 09:15:00,51.33885441698483
2022-08-08 09:30:00,46.28986743583082
2022-08-08 09:45:00,46.28986743583082
2022-08-08 10:00:00,53.823784668565196
2022-08-08 10:15:00,62.98924672290949
2022-08-08 10:30:00,61.07170146514171
2022-08-08 10:45:00,60.104804253383136
2022-08-08 11:00:00,59.37634668194425
2022-08-08 11:15:00,62.66113057722613
2022-08-08 11:30:00,63.08260783888959
2022-08-08 11:45:00,63.08260783888959
2022-08-08 12:00:00,61.989429761909605
2022-08-08 12:15:00,59.323310708743335
2022-08-08 12:30:00,63.945145168726384
2022-08-08 12:45:00,64.40326252492571
2022-08-08 13:00:00,58.90183344707985
2022-08-08 13:15:00,59.323310708743335
2022-08-08 13:30:00,59.323310708743335
2022-08-08 13:45:00,59.323310708743335
2022-08-08 14:00:00,50.193649475397585
2022-08-08 14:15:00,55.339282423208104
2022-08-08 14:30:00,55.339282423208104
2022-08-08 14:45:00,56.44121910057726
2022-08-08 15:00:00,54.01437803956826
2022-08-08 15:15:00,51.2214681828511
2022-08-08 15:30:00,51.2214681828511
2022-08-08 15:45:00,51.57230598556027
2022-08-08 16:00:00,47.27032167832154
2022-08-08 16:15:00,47.34586153869225
2022-08-08 16:30:00,46.8572163912059
2022-08-08 16:45:00,46.91863557648661
2022-08-08 17:00:00,42.619849883412535
2022-08-08 17:15:00,35.10505215749197
