PlantID PlantName PlantType Datetime Perssure SeaPerssure PrecipitationHour GroundTemp Temp2 Humidity2 InstantSpeed10 InstantDirection10 PrecipitationDay Groundradiation Speed10 Direction10 Speed30 Direction30 Speed50 Direction50 Speed70 Direction70 Speed90 Direction90 Speed100 Direction100 HubSpeed HubDireciton
1078 风电1078 0 "2022-08-09 08:00:00" 940.3800 1008.4700 0.0000 297.9400 297.9400 0.0000 -1.1000 0.39 0.0000 0.0000 -1.1000 0.39 -1.1900 0.36 -1.2800 0.34 -1.3600 0.31 -1.4400 0.29 -1.4800 0.28 null null
1078 风电1078 0 "2022-08-09 08:15:00" 940.3900 1007.8100 0.0000 303.6700 298.2700 0.0000 -0.7500 0.32 0.0000 420.1700 -1.2000 0.41 -1.2400 0.42 -1.2800 0.43 -1.3100 0.45 -1.3500 0.46 -1.3600 0.46 null null
1078 风电1078 0 "2022-08-09 08:30:00" 940.1900 1007.5100 0.0000 304.3800 299.5400 0.0000 -0.8700 0.71 0.0000 468.1200 -1.2900 0.79 -1.3300 0.82 -1.3700 0.84 -1.4100 0.86 -1.4500 0.88 -1.4700 0.89 null null
1078 风电1078 0 "2022-08-09 08:45:00" 940.6500 1007.9500 0.0000 304.9100 300.3800 0.0000 -1.3000 1.24 0.0000 514.4000 -1.5600 1.33 -1.6100 1.37 -1.6600 1.41 -1.7100 1.44 -1.7600 1.47 -1.7800 1.49 null null
1078 风电1078 0 "2022-08-09 09:00:00" 940.0800 1007.2800 0.0000 305.3800 300.7200 62.9400 -1.5600 1.58 0.0000 558.6300 -1.6600 1.71 -1.7200 1.76 -1.7800 1.80 -1.8300 1.85 -1.8800 1.89 -1.9000 1.91 null null
1078 风电1078 0 "2022-08-09 09:15:00" 939.7900 1006.9200 0.0000 305.8100 300.8900 62.3000 -1.8300 1.68 0.0000 600.7600 -1.8700 1.88 -1.9400 1.94 -2.0000 1.99 -2.0600 2.04 -2.1100 2.09 -2.1400 2.11 null null
1078 风电1078 0 "2022-08-09 09:30:00" 939.9700 1007.0600 0.0000 306.2400 301.0300 61.8800 -1.9800 1.78 0.0000 640.3700 -2.0100 2.03 -2.0800 2.10 -2.1400 2.15 -2.2100 2.21 -2.2600 2.26 -2.2900 2.29 null null
1078 风电1078 0 "2022-08-09 09:45:00" 940.2600 1007.3200 0.0000 306.6700 301.1400 61.6500 -2.1500 1.71 0.0000 677.0800 -2.2200 1.97 -2.3000 2.03 -2.3700 2.09 -2.4400 2.14 -2.5000 2.19 -2.5300 2.22 null null
1078 风电1078 0 "2022-08-09 10:00:00" 940.5600 1007.5900 0.0000 307.0800 301.2400 61.2300 -2.2700 1.57 0.0000 710.9200 -2.4100 1.81 -2.4900 1.87 -2.5700 1.92 -2.6400 1.96 -2.7100 2.01 -2.7400 2.03 null null
1078 风电1078 0 "2022-08-09 10:15:00" 940.4400 1007.4200 0.0000 307.4300 301.3400 60.5700 -2.3200 1.57 0.0000 742.1900 -2.5300 1.79 -2.6200 1.84 -2.7000 1.89 -2.7700 1.94 -2.8500 1.99 -2.8800 2.01 null null
