Datetime,Power
2022-08-08 00:15:00,12.810796210164366
2022-08-08 00:30:00,13.705445752990947
2022-08-08 00:45:00,11.222910254572836
2022-08-08 01:00:00,7.3933154225158395
2022-08-08 01:15:00,8.982571054906089
2022-08-08 01:30:00,8.512293097172812
2022-08-08 01:45:00,7.130740522725795
2022-08-08 02:00:00,10.77768385128961
2022-08-08 02:15:00,9.241731928539998
2022-08-08 02:30:00,8.18909150330349
2022-08-08 02:45:00,9.484843051928355
2022-08-08 03:00:00,5.748331062290842
2022-08-08 03:15:00,4.341366843773197
2022-08-08 03:30:00,5.926159737389676
2022-08-08 03:45:00,6.669298549316526
2022-08-08 04:00:00,6.57412997072473
2022-08-08 04:15:00,6.972162995574761
2022-08-08 04:30:00,6.934766290824833
2022-08-08 04:45:00,6.182560119246481
2022-08-08 05:00:00,6.172890679990692
2022-08-08 05:15:00,6.063740083585414
2022-08-08 05:30:00,6.83113063386874
2022-08-08 05:45:00,8.243092480119968
2022-08-08 06:00:00,8.429604992870043
2022-08-08 06:15:00,12.145798446110607
2022-08-08 06:30:00,12.13914177502973
2022-08-08 06:45:00,9.076658641638216
2022-08-08 07:00:00,7.581943528947709
2022-08-08 07:15:00,7.9614228565824945
2022-08-08 07:30:00,4.776263765650529
2022-08-08 07:45:00,7.762478797807071
2022-08-08 08:00:00,7.224557080538535
2022-08-08 08:15:00,7.125552311433607
2022-08-08 08:30:00,8.514105281942536
2022-08-08 08:45:00,9.275499051941352
2022-08-08 09:00:00,8.358400080658775
2022-08-08 09:15:00,8.407971079523092
2022-08-08 09:30:00,9.632203921843443
2022-08-08 09:45:00,7.966287056434041
2022-08-08 10:00:00,8.254148685393224
2022-08-08 10:15:00,9.920065550802626
2022-08-08 10:30:00,8.605175722609292
2022-08-08 10:45:00,9.1209986028271
2022-08-08 11:00:00,10.68467596437739
2022-08-08 11:15:00,9.510821206565092
2022-08-08 11:30:00,9.170394071988568
2022-08-08 11:45:00,10.896339685699884
2022-08-08 12:00:00,12.121404846061552
2022-08-08 12:15:00,10.924666321609461
2022-08-08 12:30:00,20.90628459406048
2022-08-08 12:45:00,21.046585662129115
2022-08-08 13:00:00,20.470718327419924
2022-08-08 13:15:00,20.404449925206993
2022-08-08 13:30:00,21.746180941578157
2022-08-08 13:45:00,22.1287581969131
2022-08-08 14:00:00,10.581488945566575
2022-08-08 14:15:00,9.537830168148512
2022-08-08 14:30:00,5.803055435949821
2022-08-08 14:45:00,15.084866251646302
2022-08-08 15:00:00,14.805237372096821
2022-08-08 15:15:00,18.501499568510603
2022-08-08 15:30:00,6.5715659127549975
2022-08-08 15:45:00,4.640414714372795
2022-08-08 16:00:00,3.9070682459855717
2022-08-08 16:15:00,3.630123578292992
2022-08-08 16:30:00,4.046950382369592
2022-08-08 16:45:00,5.1117148603752005
2022-08-08 17:00:00,6.364798473777863
2022-08-08 17:15:00,4.951439938023419
