PlantID PlantName PlantType Datetime Perssure SeaPerssure PrecipitationHour GroundTemp Temp2 Humidity2 InstantSpeed10 InstantDirection10 PrecipitationDay Groundradiation Speed10 Direction10 Speed30 Direction30 Speed50 Direction50 Speed70 Direction70 Speed90 Direction90 Speed100 Direction100 HubSpeed HubDireciton
1078 风电1078 0 "2022-04-29 00:00:00" 924.1300 1015.4600 0.0600 290.2500 290.1800 81.4800 -1.1800 -3.82 0.0600 0.0000 -1.0100 -4.10 -1.1600 -4.77 -1.3000 -5.40 -1.3100 -5.42 -1.3100 -5.42 -1.3100 -5.42 null null
1078 风电1078 0 "2022-04-29 00:15:00" 924.3100 1015.7600 0.0400 289.5800 289.9100 82.0300 -1.0100 -4.22 0.0400 0.0000 -0.8700 -4.54 -0.9900 -5.26 -1.1000 -5.92 -1.1200 -5.99 -1.1200 -5.99 -1.1200 -5.99 null null
1078 风电1078 0 "2022-04-29 00:30:00" 923.7600 1015.2500 0.0000 289.0600 289.5000 83.7700 -1.0900 -4.75 0.0000 0.0000 -0.9500 -5.00 -1.1000 -5.89 -1.2200 -6.64 -1.2200 -6.64 -1.2200 -6.64 -1.2200 -6.64 null null
1078 风电1078 0 "2022-04-29 00:45:00" 923.5100 1015.0200 0.0000 288.8300 289.2300 84.4600 -0.9300 -4.61 0.0000 0.0000 -0.8200 -4.90 -0.9600 -5.87 -1.0600 -6.59 -1.0600 -6.59 -1.0600 -6.59 -1.0600 -6.59 null null
1078 风电1078 0 "2022-04-29 01:00:00" 923.3200 1014.8300 0.0000 288.6500 288.9900 84.3500 -1.1900 -4.36 0.0000 0.0000 -1.0900 -4.73 -1.3000 -5.70 -1.4300 -6.34 -1.4300 -6.34 -1.4300 -6.34 -1.4300 -6.34 null null
1078 风电1078 0 "2022-04-29 01:15:00" 923.0100 1014.4200 0.0000 289.0800 288.9100 84.3000 -1.2800 -4.35 0.0000 0.0000 -1.1500 -4.75 -1.3600 -5.74 -1.4800 -6.30 -1.4800 -6.30 -1.4800 -6.30 -1.4800 -6.30 null null
1078 风电1078 0 "2022-04-29 01:30:00" 923.1300 1014.6200 0.0000 288.6600 288.4700 84.2700 -1.0300 -4.95 0.0000 0.0000 -0.9200 -5.25 -1.0800 -6.28 -1.1800 -6.91 -1.1800 -6.91 -1.1800 -6.91 -1.1800 -6.91 null null
1078 风电1078 0 "2022-04-29 01:45:00" 923.2200 1014.8100 0.0000 288.1700 287.8700 84.8900 -1.3200 -5.06 0.0000 0.0000 -1.2000 -5.42 -1.4100 -6.42 -1.5500 -7.11 -1.5500 -7.11 -1.5500 -7.11 -1.5500 -7.11 null null
1078 风电1078 null "2022-04-29 02:00:00" 923.2447 1014.8373 0.0000 288.1681 287.8733 83.8913 -1.3035 -5.06 0.0000 0.0000 -1.1879 -5.42 -1.3932 -6.42 -1.5294 -7.11 -1.5280 -7.11 -1.5280 -7.11 -1.5280 -7.11 null null
1078 风电1078 null "2022-04-29 02:15:00" 923.2694 1014.8646 0.0000 288.1662 287.8766 82.8926 -1.2871 -5.06 0.0000 0.0000 -1.1758 -5.42 -1.3764 -6.42 -1.5088 -7.11 -1.5060 -7.11 -1.5060 -7.11 -1.5060 -7.11 null null
