PlantID PlantName PlantType Datetime Perssure SeaPerssure PrecipitationHour GroundTemp Temp2 Humidity2 InstantSpeed10 InstantDirection10 PrecipitationDay Groundradiation Speed10 Direction10 Speed30 Direction30 Speed50 Direction50 Speed70 Direction70 Speed90 Direction90 Speed100 Direction100 HubSpeed HubDireciton
1078 风电1078 0 "2022-04-29 02:00:00" 922.6400 1013.7300 0.0000 290.8100 290.8100 0.0000 1.4900 -2.15 0.0000 0.0000 1.4900 -2.15 1.6400 -2.36 1.6800 -2.43 1.6800 -2.43 1.6800 -2.43 1.6800 -2.43 null null
1078 风电1078 0 "2022-04-29 02:15:00" 922.7300 1013.9000 0.0000 290.3600 289.9300 0.0000 1.4200 -2.29 0.0000 0.0000 1.5900 -2.53 1.9600 -3.11 2.0900 -3.32 2.0900 -3.32 2.0900 -3.32 2.0900 -3.32 null null
1078 风电1078 0 "2022-04-29 02:30:00" 923.4100 1014.6900 0.0000 290.0900 289.7100 0.0000 1.4200 -2.88 0.0000 0.0000 1.6100 -3.17 1.9000 -3.75 2.1000 -4.13 2.1000 -4.13 2.1000 -4.13 2.1000 -4.13 null null
1078 风电1078 0 "2022-04-29 02:45:00" 923.3100 1014.6300 0.0000 289.8000 289.3700 0.0000 1.1600 -3.01 0.0000 0.0000 1.3400 -3.33 1.5800 -3.93 1.7400 -4.32 1.7400 -4.32 1.7400 -4.32 1.7400 -4.32 null null
1078 风电1078 0 "2022-04-29 03:00:00" 923.0500 1014.3800 0.0000 289.6200 289.0500 93.0600 0.6200 -3.19 0.0000 0.0000 0.7600 -3.50 0.9100 -4.16 0.9900 -4.53 0.9900 -4.53 0.9900 -4.53 0.9900 -4.53 null null
1078 风电1078 0 "2022-04-29 03:15:00" 923.0600 1014.3700 0.0000 289.7000 289.0300 92.8300 0.1100 -3.39 0.0000 0.0000 0.2300 -3.70 0.2700 -4.40 0.3000 -4.78 0.3000 -4.78 0.3000 -4.78 0.3000 -4.78 null null
1078 风电1078 0 "2022-04-29 03:30:00" 922.7600 1014.0700 0.0000 289.5100 289.0400 92.0900 -0.2000 -3.61 0.0000 0.0000 -0.1300 -3.92 -0.1500 -4.73 -0.1600 -5.07 -0.1600 -5.07 -0.1600 -5.07 -0.1600 -5.07 null null
1078 风电1078 0 "2022-04-29 03:45:00" 922.6700 1014.0100 0.0000 289.2800 288.9600 91.3700 -0.6900 -3.77 0.0000 0.0000 -0.6600 -4.09 -0.8000 -4.96 -0.8500 -5.31 -0.8500 -5.31 -0.8500 -5.31 -0.8500 -5.31 null null
1078 风电1078 0 "2022-04-29 04:00:00" 922.8400 1014.3100 0.0000 288.6100 288.5600 91.0300 -0.9900 -4.50 0.0000 0.0000 -0.9400 -4.83 -1.1300 -5.81 -1.2200 -6.29 -1.2200 -6.29 -1.2200 -6.29 -1.2200 -6.29 null null
1078 风电1078 0 "2022-04-29 04:15:00" 923.3600 1014.9500 0.0000 288.2400 288.0000 89.6100 -1.2700 -5.14 0.0000 0.0000 -1.1500 -5.40 -1.3600 -6.39 -1.5100 -7.12 -1.5100 -7.12 -1.5100 -7.12 -1.5100 -7.12 null null
1078 风电1078 0 "2022-04-29 04:30:00" 923.4800 1015.1000 0.0000 288.0900 287.7700 88.8800 -1.7400 -5.04 0.0000 0.0000 -1.6900 -5.36 -1.9700 -6.30 -2.2100 -7.05 -2.2100 -7.05 -2.2100 -7.05 -2.2100 -7.05 null null
1078 风电1078 0 "2022-04-29 04:45:00" 923.4400 1014.9900 0.0000 288.4900 287.9300 88.5400 -1.8400 -4.22 0.0000 0.0000 -1.8100 -4.58 -2.1000 -5.37 -2.3400 -6.00 -2.3400 -6.00 -2.3400 -6.00 -2.3400 -6.00 null null
1078 风电1078 null "2022-04-29 05:00:00" 923.4496 1015.0028 0.0000 288.4769 287.9235 87.4984 -1.8142 -4.22 0.0000 0.0000 -1.7846 -4.58 -2.0722 -5.37 -2.3104 -6.00 -2.3106 -6.00 -2.3106 -6.00 -2.3106 -6.00 null null
1078 风电1078 null "2022-04-29 05:15:00" 923.4593 1015.0156 0.0000 288.4639 287.9171 86.4567 -1.7885 -4.22 0.0000 0.0000 -1.7592 -4.58 -2.0445 -5.37 -2.2807 -6.00 -2.2812 -6.00 -2.2812 -6.00 -2.2812 -6.00 null null
1078 风电1078 null "2022-04-29 05:30:00" 923.4689 1015.0285 0.0000 288.4508 287.9106 85.4151 -1.7627 -4.22 0.0000 0.0000 -1.7338 -4.58 -2.0167 -5.37 -2.2511 -6.00 -2.2518 -6.00 -2.2518 -6.00 -2.2518 -6.00 null null
1078 风电1078 null "2022-04-29 05:45:00" 923.4786 1015.0413 0.0000 288.4378 287.9041 84.3734 -1.7369 -4.22 0.0000 0.0000 -1.7084 -4.58 -1.9889 -5.37 -2.2214 -6.00 -2.2224 -6.00 -2.2224 -6.00 -2.2224 -6.00 null null
1078 风电1078 null "2022-04-29 06:00:00" 923.4882 1015.0541 0.0000 288.4247 287.8976 83.3318 -1.7112 -4.22 0.0000 0.0000 -1.6829 -4.58 -1.9612 -5.37 -2.1918 -6.00 -2.1929 -6.00 -2.1929 -6.00 -2.1929 -6.00 null null
1078 风电1078 null "2022-04-29 06:15:00" 923.4979 1015.0669 0.0000 288.4116 287.8912 82.2901 -1.6854 -4.22 0.0000 0.0000 -1.6575 -4.58 -1.9334 -5.37 -2.1621 -6.00 -2.1635 -6.00 -2.1635 -6.00 -2.1635 -6.00 null null
1078 风电1078 null "2022-04-29 06:30:00" 923.5075 1015.0798 0.0000 288.3986 287.8847 81.2485 -1.6596 -4.22 0.0000 0.0000 -1.6321 -4.58 -1.9056 -5.37 -2.1325 -6.00 -2.1341 -6.00 -2.1341 -6.00 -2.1341 -6.00 null null
1078 风电1078 null "2022-04-29 06:45:00" 923.5172 1015.0926 0.0000 288.3855 287.8782 80.2068 -1.6339 -4.22 0.0000 0.0000 -1.6067 -4.58 -1.8779 -5.37 -2.1028 -6.00 -2.1047 -6.00 -2.1047 -6.00 -2.1047 -6.00 null null
1078 风电1078 null "2022-04-29 07:00:00" 923.5268 1015.1054 0.0000 288.3725 287.8718 79.1652 -1.6081 -4.22 0.0000 0.0000 -1.5813 -4.58 -1.8501 -5.37 -2.0732 -6.00 -2.0753 -6.00 -2.0753 -6.00 -2.0753 -6.00 null null
1078 风电1078 null "2022-04-29 07:15:00" 923.5365 1015.1182 0.0000 288.3594 287.8653 78.1235 -1.5824 -4.22 0.0000 0.0000 -1.5559 -4.58 -1.8224 -5.37 -2.0435 -6.00 -2.0459 -6.00 -2.0459 -6.00 -2.0459 -6.00 null null
1078 风电1078 null "2022-04-29 07:30:00" 923.5461 1015.1311 0.0000 288.3464 287.8588 77.0819 -1.5566 -4.22 0.0000 0.0000 -1.5305 -4.58 -1.7946 -5.37 -2.0139 -6.00 -2.0165 -6.00 -2.0165 -6.00 -2.0165 -6.00 null null
1078 风电1078 null "2022-04-29 07:45:00" 923.5558 1015.1439 0.0000 288.3333 287.8524 76.0402 -1.5308 -4.22 0.0000 0.0000 -1.5051 -4.58 -1.7668 -5.37 -1.9842 -6.00 -1.9871 -6.00 -1.9871 -6.00 -1.9871 -6.00 null null
1078 风电1078 null "2022-04-29 08:00:00" 923.5654 1015.1567 0.0000 288.3202 287.8459 74.9986 -1.5051 -4.22 0.0000 0.0000 -1.4796 -4.58 -1.7391 -5.37 -1.9546 -6.00 -1.9576 -6.00 -1.9576 -6.00 -1.9576 -6.00 null null
1078 风电1078 null "2022-04-29 08:15:00" 923.5751 1015.1695 0.0000 288.3072 287.8394 73.9569 -1.4793 -4.22 0.0000 0.0000 -1.4542 -4.58 -1.7113 -5.37 -1.9249 -6.00 -1.9282 -6.00 -1.9282 -6.00 -1.9282 -6.00 null null
1078 风电1078 null "2022-04-29 08:30:00" 923.5847 1015.1824 0.0000 288.2941 287.8329 72.9153 -1.4535 -4.22 0.0000 0.0000 -1.4288 -4.58 -1.6835 -5.37 -1.8953 -6.00 -1.8988 -6.00 -1.8988 -6.00 -1.8988 -6.00 null null
1078 风电1078 null "2022-04-29 08:45:00" 923.5944 1015.1952 0.0000 288.2811 287.8265 71.8736 -1.4278 -4.22 0.0000 0.0000 -1.4034 -4.58 -1.6558 -5.37 -1.8656 -6.00 -1.8694 -6.00 -1.8694 -6.00 -1.8694 -6.00 null null
1078 风电1078 null "2022-04-29 09:00:00" 923.6040 1015.2080 0.0000 288.2680 287.8200 70.8320 -1.4020 -4.22 0.0000 0.0000 -1.3780 -4.58 -1.6280 -5.37 -1.8360 -6.00 -1.8400 -6.00 -1.8400 -6.00 -1.8400 -6.00 null null
1078 风电1078 null "2022-04-29 09:15:00" 923.6136 1015.2208 0.0000 288.2549 287.8135 69.7904 -1.3762 -4.22 0.0000 0.0000 -1.3526 -4.58 -1.6002 -5.37 -1.8064 -6.00 -1.8106 -6.00 -1.8106 -6.00 -1.8106 -6.00 null null
1078 风电1078 null "2022-04-29 09:30:00" 923.6233 1015.2336 0.0000 288.2419 287.8071 68.7487 -1.3505 -4.22 0.0000 0.0000 -1.3272 -4.58 -1.5725 -5.37 -1.7767 -6.00 -1.7812 -6.00 -1.7812 -6.00 -1.7812 -6.00 null null
