PlantID PlantName PlantType Datetime Perssure SeaPerssure PrecipitationHour GroundTemp Temp2 Humidity2 InstantSpeed10 InstantDirection10 PrecipitationDay Groundradiation Speed10 Direction10 Speed30 Direction30 Speed50 Direction50 Speed70 Direction70 Speed90 Direction90 Speed100 Direction100 HubSpeed HubDireciton
1078 风电1078 0 "2022-08-09 07:45:00" 940.7100 1008.4300 0.0000 301.3000 299.0900 70.8200 -1.8200 2.21 0.0000 321.7200 -2.0000 2.51 -2.0800 2.59 -2.1400 2.67 -2.2100 2.75 -2.2700 2.82 -2.3000 2.86 null null
1078 风电1078 null "2022-08-09 08:00:00" 940.7008 1008.3585 0.0000 301.8262 299.2946 65.3723 -1.8708 2.21 0.0000 296.9723 -2.0515 2.51 -2.1285 2.59 -2.1869 2.67 -2.2538 2.75 -2.3123 2.82 -2.3408 2.86 null null
1078 风电1078 null "2022-08-09 08:15:00" 940.6915 1008.2869 0.0000 302.3523 299.4992 59.9246 -1.9215 2.21 0.0000 272.2246 -2.1031 2.51 -2.1769 2.59 -2.2338 2.67 -2.2977 2.75 -2.3546 2.82 -2.3815 2.86 null null
1078 风电1078 null "2022-08-09 08:30:00" 940.6823 1008.2154 0.0000 302.8785 299.7038 54.4769 -1.9723 2.21 0.0000 247.4769 -2.1546 2.51 -2.2254 2.59 -2.2808 2.67 -2.3415 2.75 -2.3969 2.82 -2.4223 2.86 null null
1078 风电1078 null "2022-08-09 08:45:00" 940.6731 1008.1438 0.0000 303.4046 299.9085 49.0292 -2.0231 2.21 0.0000 222.7292 -2.2062 2.51 -2.2738 2.59 -2.3277 2.67 -2.3854 2.75 -2.4392 2.82 -2.4631 2.86 null null
1078 风电1078 null "2022-08-09 09:00:00" 940.6638 1008.0723 0.0000 303.9308 300.1131 43.5815 -2.0738 2.21 0.0000 197.9815 -2.2577 2.51 -2.3223 2.59 -2.3746 2.67 -2.4292 2.75 -2.4815 2.82 -2.5038 2.86 null null
1078 风电1078 null "2022-08-09 09:15:00" 940.6546 1008.0008 0.0000 304.4569 300.3177 38.1338 -2.1246 2.21 0.0000 173.2338 -2.3092 2.51 -2.3708 2.59 -2.4215 2.67 -2.4731 2.75 -2.5238 2.82 -2.5446 2.86 null null
1078 风电1078 null "2022-08-09 09:30:00" 940.6454 1007.9292 0.0000 304.9831 300.5223 32.6862 -2.1754 2.21 0.0000 148.4862 -2.3608 2.51 -2.4192 2.59 -2.4685 2.67 -2.5169 2.75 -2.5662 2.82 -2.5854 2.86 null null
1078 风电1078 null "2022-08-09 09:45:00" 940.6362 1007.8577 0.0000 305.5092 300.7269 27.2385 -2.2262 2.21 0.0000 123.7385 -2.4123 2.51 -2.4677 2.59 -2.5154 2.67 -2.5608 2.75 -2.6085 2.82 -2.6262 2.86 null null
1078 风电1078 null "2022-08-09 10:00:00" 940.6269 1007.7862 0.0000 306.0354 300.9315 21.7908 -2.2769 2.21 0.0000 98.9908 -2.4638 2.51 -2.5162 2.59 -2.5623 2.67 -2.6046 2.75 -2.6508 2.82 -2.6669 2.86 null null
1078 风电1078 null "2022-08-09 10:15:00" 940.6177 1007.7146 0.0000 306.5615 301.1362 16.3431 -2.3277 2.21 0.0000 74.2431 -2.5154 2.51 -2.5646 2.59 -2.6092 2.67 -2.6485 2.75 -2.6931 2.82 -2.7077 2.86 null null
1078 风电1078 null "2022-08-09 10:30:00" 940.6085 1007.6431 0.0000 307.0877 301.3408 10.8954 -2.3785 2.21 0.0000 49.4954 -2.5669 2.51 -2.6131 2.59 -2.6562 2.67 -2.6923 2.75 -2.7354 2.82 -2.7485 2.86 null null
1078 风电1078 null "2022-08-09 10:45:00" 940.5992 1007.5715 0.0000 307.6138 301.5454 5.4477 -2.4292 2.21 0.0000 24.7477 -2.6185 2.51 -2.6615 2.59 -2.7031 2.67 -2.7362 2.75 -2.7777 2.82 -2.7892 2.86 null null
1078 风电1078 0 "2022-08-09 11:00:00" 940.5900 1007.5000 0.0000 308.1400 301.7500 0.0000 -2.4800 2.16 0.0000 0.0000 -2.6700 2.49 -2.7100 2.50 -2.7500 2.51 -2.7800 2.51 -2.8200 2.52 -2.8300 2.52 null null
1078 风电1078 0 "2022-08-09 11:15:00" 940.4600 1007.2800 0.0000 308.8500 302.5800 0.0000 -2.2900 1.96 0.0000 836.0800 -2.4700 2.23 -2.5500 2.29 -2.6300 2.36 -2.7000 2.42 -2.7700 2.47 -2.8100 2.50 null null
1078 风电1078 0 "2022-08-09 11:30:00" 940.3900 1007.2000 0.0000 308.8900 302.6400 0.0000 -2.4800 2.08 0.0000 850.6700 -2.6200 2.32 -2.7100 2.39 -2.7900 2.45 -2.8700 2.52 -2.9400 2.57 -2.9800 2.60 null null
1078 风电1078 0 "2022-08-09 11:45:00" 940.4100 1007.2000 0.0000 309.0600 302.7300 0.0000 -2.3200 2.13 0.0000 861.2700 -2.5100 2.43 -2.6000 2.50 -2.6800 2.57 -2.7600 2.63 -2.8300 2.69 -2.8600 2.72 null null
1078 风电1078 0 "2022-08-09 12:00:00" 940.2400 1007.0100 0.0000 309.1600 302.8200 49.8200 -2.2400 2.32 0.0000 867.9100 -2.4000 2.65 -2.4800 2.73 -2.5600 2.81 -2.6300 2.88 -2.7000 2.94 -2.7400 2.98 null null
1078 风电1078 0 "2022-08-09 12:15:00" 940.2400 1007.0100 0.0000 309.1700 302.9000 49.6600 -2.2700 2.47 0.0000 870.9800 -2.4000 2.82 -2.4900 2.91 -2.5700 2.99 -2.6400 3.07 -2.7100 3.14 -2.7500 3.17 null null
1078 风电1078 0 "2022-08-09 12:30:00" 940.2500 1007.0100 0.0000 309.2500 302.9700 49.2700 -2.3300 2.28 0.0000 870.3500 -2.4700 2.62 -2.5600 2.70 -2.6400 2.78 -2.7200 2.85 -2.7900 2.91 -2.8300 2.95 null null
1078 风电1078 0 "2022-08-09 12:45:00" 939.9100 1006.6400 0.0000 309.3400 303.0700 48.7900 -2.4300 1.97 0.0000 866.1400 -2.6100 2.25 -2.7000 2.32 -2.7900 2.39 -2.8700 2.45 -2.9500 2.51 -2.9900 2.54 null null
1078 风电1078 0 "2022-08-09 13:00:00" 939.4000 1006.0900 0.0000 309.3800 303.2100 48.3200 -2.4900 1.88 0.0000 857.8600 -2.7400 2.11 -2.8300 2.18 -2.9300 2.25 -3.0200 2.31 -3.1000 2.36 -3.1400 2.39 null null
1078 风电1078 0 "2022-08-09 13:15:00" 939.0700 1005.7300 0.0000 309.3600 303.3600 48.4500 -2.5500 1.97 0.0000 845.4100 -2.8200 2.18 -2.9200 2.25 -3.0200 2.32 -3.1100 2.38 -3.2000 2.44 -3.2400 2.47 null null
1078 风电1078 0 "2022-08-09 13:30:00" 938.8800 1005.5400 0.0000 309.2600 303.4900 48.7100 -2.6100 2.15 0.0000 829.2200 -2.8900 2.36 -2.9900 2.44 -3.0900 2.51 -3.1900 2.58 -3.2800 2.65 -3.3200 2.68 null null
