PlantID PlantName PlantType Datetime Perssure SeaPerssure PrecipitationHour GroundTemp Temp2 Humidity2 InstantSpeed10 InstantDirection10 PrecipitationDay Groundradiation Speed10 Direction10 Speed30 Direction30 Speed50 Direction50 Speed70 Direction70 Speed90 Direction90 Speed100 Direction100 HubSpeed HubDireciton
1078 风电1078 0 "2022-08-09 20:00:00" 939.3900 1007.8200 0.0000 294.5500 294.5500 0.0000 -0.2300 1.23 0.0000 0.0000 -0.2300 1.23 -0.5100 1.39 -0.7800 1.54 -1.0200 1.68 -1.2600 1.81 -1.3700 1.88 null null
1078 风电1078 0 "2022-08-09 20:15:00" 938.8700 1007.3700 0.0000 293.7000 295.4300 0.0000 -1.2800 1.36 0.0000 0.0000 -1.7300 1.59 -1.9100 1.76 -2.0900 1.93 -2.2600 2.08 -2.4200 2.23 -2.4900 2.30 null null
1078 风电1078 0 "2022-08-09 20:30:00" 939.5500 1007.9800 0.0000 294.7100 296.5600 0.0000 -1.8700 1.73 0.0000 0.0000 -2.2200 1.78 -2.4100 1.94 -2.5900 2.09 -2.7600 2.23 -2.9300 2.36 -3.0000 2.43 null null
1078 风电1078 0 "2022-08-09 20:45:00" 939.4600 1007.8500 0.0000 295.0000 296.6300 0.0000 -2.2500 1.70 0.0000 0.0000 -2.6100 1.73 -2.8100 1.87 -3.0000 2.00 -3.1800 2.12 -3.3500 2.23 -3.4300 2.29 null null
1078 风电1078 0 "2022-08-09 21:00:00" 939.3800 1007.7900 0.0000 294.8400 296.4700 74.5600 -2.2000 1.58 0.0000 0.0000 -2.6600 1.62 -2.8700 1.75 -3.0600 1.87 -3.2400 1.99 -3.4100 2.10 -3.4900 2.15 null null
1078 风电1078 0 "2022-08-09 21:15:00" 939.1200 1007.5000 0.0000 294.9300 296.4900 74.7100 -2.4300 1.49 0.0000 0.0000 -3.0000 1.52 -3.2200 1.64 -3.4200 1.74 -3.6100 1.84 -3.7900 1.93 -3.8700 1.98 null null
1078 风电1078 0 "2022-08-09 21:30:00" 939.2200 1007.6100 0.0000 294.8500 296.4700 74.9400 -2.3900 1.41 0.0000 0.0000 -3.0500 1.44 -3.2600 1.54 -3.4600 1.64 -3.6600 1.74 -3.8300 1.82 -3.9200 1.87 null null
1078 风电1078 0 "2022-08-09 21:45:00" 939.0000 1007.4000 0.0000 294.6600 296.3500 75.5100 -2.3100 1.29 0.0000 0.0000 -3.0200 1.32 -3.2500 1.42 -3.4500 1.52 -3.6500 1.61 -3.8300 1.69 -3.9200 1.73 null null
1078 风电1078 0 "2022-08-09 22:00:00" 938.8900 1007.2800 0.0000 294.6300 296.3300 75.5100 -2.3400 1.25 0.0000 0.0000 -3.0800 1.28 -3.3100 1.38 -3.5200 1.48 -3.7200 1.57 -3.9100 1.65 -4.0100 1.69 null null
1078 风电1078 0 "2022-08-09 22:15:00" 938.7800 1007.1600 0.0000 294.6100 296.3400 75.4000 -2.3600 1.20 0.0000 0.0000 -3.1100 1.24 -3.3500 1.34 -3.5600 1.43 -3.7700 1.52 -3.9600 1.60 -4.0500 1.64 null null
